score,text,klasifikasi
-1, libur wfh ya,Negatif
0,iya gegara kerja cpk gwa rokkkkk wfh kagak kasi libur eh lebaran ,Netral
-3, diam rumah jujur deh mending diam sayang masuk ranah lo jajanlo kerja kerja wfh gamungkin airbus masuk dalem rumah ya hancur rumah maaf yague bego pandemi kayak ,Negatif
0,kemarin penat akibat meeting unwind telpon salah teman update hidup nanonano dengar cerita kena phk feb nganggur lamar kerja mar wfh kantor apr resign mei kantor ,Netral
0,wms adoh tolong buru dibenerin woy telkom ajg gawai telkom ikutikutan wfh ,Netral
0,habis ninja kayak wfh dek,Netral
0, masuk iya wfh ,Netral
0,malam turn pergi office harini deh mintak kat bos wfh mi,Netral
2,yuk yuk waras tinggal art wfh bikin kue masak ketupat opor,Positif
0,pengeeeen wfh,Netral
0,wfh momen ngumpulin sertifikat,Netral
1,azmi azman contoh,Positif
-2,penasaran engsel pintu kulkas rusak ya wfh ,Negatif
0,wfh buka laptop jam pagi maghrib tutup laptop wfo kantor jam pagi tutup laptop jam malam enak wfhwfo,Netral
-4, rumah tuh wfh sfh taraweh rumah belanja rumah au aaah,Negatif
-3, setan rantai tuh salah setsn wfh mah,Negatif
0, wfh tonton drakor sekal server hehe,Netral
0,kantor anak interviewnya coba wfh serah deh welcome the jungle moga kuat iman deh mikir resign nyata kantor gawai,Netral
0, tidur jam anjing untung teu paeh aing gara gara wfh podol angkot,Netral
-2, wfh lupa tanggal harihampir lupa kerja ,Negatif
0, tidur tidur pls nunngu jam bentar absen wfh,Netral
-6, ya rangorang kerumun beli baju wfh pakai piyama woi baju kos berani nantang maut kayak nama mentang virus lihat sombong ya manusya zzzz,Negatif
0,aah wfh deh ngantuk inilg deh setel solat tidur jap,Netral
-6,dumai demo ya stres bantu pemerintah rebut orang ratarata kerja pabrik lapang jakarta kerja wfh cmana demo orang corona bahaya rumah rumah ,Negatif
0,dear all pemberitahuan mesti psbb jaksel juni libur raya idul fitri wfh gaji thr turun tanggal ,Netral
-6, thr bayar hutang orang tua wfh hutang orang tua bayar moga indonesia selesai urus corona hidup normal covid hilang amin,Negatif
0, wfh,Netral
0,wfh beli kuota indosat kali gb gb,Netral
-4,emak ya telalu rumah wfh apaapa ya apaapa doang bantuin beberes kadang lupa kerja bantuin anak bantu,Negatif
-1,oh iya ya wfh kerja data kerja zoom data habis internetan pakai wifi kantor wkakwk,Negatif
1, siasia psbb wfh iklan scout elmusion ku tumbuh ,Positif
1, koreksi on going jam gin dikerjain kadang syukur wfhentar meeting pagi mandi doloo,Positif
-1, bayang rumah twitteran wfh ,Negatif
0,pagi deh kilat nampaknya wfh start harini modem kena off hurmmmm bestnya,Netral
-1, kakak rusak ganti wfh ngerjain skripsi adek kulon ganggu gugat,Negatif
-1,moots have a good day semangat kerjawfhyang kuliah online tugas numpukatau rebah scroll tl gaabis semangaaattt terosssss stay safe ya,Negatif
-1,moga kirim halo stnk ku kost wajib juli kutinggal pikir wfh ya solusi kena denda rlt plis kirim tes kirim kagak,Negatif
-3,rlt wfh teman jadwal masuk kantor telpon teman kantor bodoh nyata speaker omong orang kantor bikin sebel nyata orang disebelah cont,Negatif
1,rlt nanyak ges wfh habis kuota pakai provider kualitas jaring,Positif
-1,rlt asli orang demen tonton tv series semenjak gabut wfh nagih ya tonton tv series,Negatif
-1,malam cakap xde output wfh harini kau suruh design poster bodoh stupid,Negatif
-2,kau kacau lepas kerja kali wfh acik ,Negatif
-1,mentangmentang wfh ya mas suami ,Negatif
-1, santai pakai indiehome dieumah wfh orang heavy makenya ,Negatif
1, kemarin ditanyain kakak belanja wfh beli beli hotwheels jiga pakai uang romo check out,Positif
0, beli kursi munggu wfh,Netral
-1,samping wfh ya bu guru,Negatif
-4,jelang lebaran berita tv berlombalomba abar warga jawa sibuk mudik warga patuh putus rantai virus telan ludah remuk hati korban wfh asa siasia,Negatif
-5,udahmah orang susah bangun tidur orang rumah sahur wfh konsen siangsiang rumah vibesnya kerja kasih jam malam jam pagi hening kerja eh tonton drama tapir goblok,Negatif
-4, keluyur kumpul kumpul sekal harga tenaga medis karyawan phk wfh orang orang rumah korban korban tinggal akibat covid,Negatif
0,selamat puasa ya wfh wfo,Netral
0,dicemilin nemenin wfh,Netral
1, thr gopay shopeepay ovo dana dulur ngakunya wfh thr from home oo ayo dengar alas ,Positif
-1,haha otak jadulsaar pemprov dki anjuran pem pusat eeh implemntasikan wilayah batalindiralat wma pusat contoh anjuran wfh langsung memgurangi transportasi eh salah batas transp masuk jakarta batalin pusat dll,Negatif
0, kasih ayam kasih duit beli bumbu r ah malu mbak terima kasih mbak sri hati mangatsss ya mbak rantau kayak mangats wfh hehe ayo sharing cowok ganteng cowok korea ,Netral
0,jujur wfh bikin lupa kantor lantai anjir suruh ngambil hampers,Netral
0, masuk wfh telat ,Netral
-5, salah rakyat salah pemerintah rakyat atur masker wfh rumah dll pemerintah upaya covid alat test rumah sakit dll,Negatif
1,alhamdulillah aman sentosa syukur libur merana at least wfh kerjain,Positif
-2,takut hhhh wfhbelasan maretgila stres ya,Negatif
1,nasib wfh and travel combo penat travel puasa kerja,Positif
0,turun kg selam wfh ,Netral
-4, lamalama rumah rajin cuci tang kulonwfh social distancing eh santai tolol belanja baju lebaran mall pakbukmasmbak sd ya,Negatif
-1,kursi nekat urgenturgent nyaman kerja wfh ,Negatif
-1,puasa ramadan benarbenar asa sekal tinggal kelapa gading mayoritas nonmuslim kerja wfh tau tau alhamdulilaah,Negatif
0, you wfh bos suruh ,Netral
-2, habib sapa tuh masuk penjara kemarin nyanyi intermezzo siii wfh kerja masuk ,Negatif
-1, wfh tidur aco f puasa paksa tidur bingung grumpy kadang,Negatif
0, pandemi jadwal kerja ku wfh ngantor aka wfo jam kerja bocah emak stay at home alhasil mesti emaknya ,Netral
-1, kayak wfh sekal deh jaga ya,Negatif
2,bikin sendiriiii dibantuin bapakeee wkwkw sadly bantuin garagara wfh untung bapakee,Positif
0,wfh ya lumayan minggu lho pikir beli kursi kemarin pikir habis lebaran normal hvft,Netral
-1,wfh kerja hak wajib uu ketenagakerjaan abuse wfh salah lingkup kerja kolega usaha ,Negatif
-1,bye bye psbb bye bye wfh warga bekas ngebet kerja normal kayak jabar jakarta psbb,Negatif
0,mengantuknyaa kau deh wfh for month tibatiba kena masuk office before subuh nak kena gerak aiyooo,Netral
0,tolong cek dmnya asik ganggu wfh ,Netral
2,new normal iya hidup normal coba hidup giat covid cuci tang social distancing wfh laku kuliah beda,Positif
2, kocak agenda wfh sdm kompetisi video makananminuman ringan buka puasa bikin konten youtube yaudahkan iseng kompetisi ngirimnya link ahahaha strategi viewers hihi,Positif
1,untung wfh kayak zombie,Positif
-1,zzzzzzz wfh jangka semangat ya mbanyaaaaa,Negatif
-1,kemarin ngantor kasih na giat kosan tibatiba nyinggung drakor nyebut salah website tonton drakor gratis efek wfh ya,Negatif
-3, beli kursi rban main game eh hubung wfh ya lumayan nyaman senyamannyamannya wfh gua kerja efektif kantor ya,Negatif
0,lihat komentar nyata indihome wfh,Netral
2, bijak work at office laku minggu ngapainn wfh rumaah takut presiden mohon maaf jujur,Positif
1,emosi kabeh kabeh portal sing ra wfh njuk tunggu tok buka dalan ha mung gembyeng geden nek asih nganggur gorogoro portal kontil,Positif
-1, giat wfh mari informasi alam cerita kegiatankegiatan informasi tarik pelaksanan wfh work from home giat laku,Negatif
-1,giat direksi sapa via aplikasi zoom meeting karyawan kerja rumah wfh work from home giat tuju berik arah motivasi karyawan ptpn,Negatif
-1,seru biar stag otak wfh,Negatif
1,habis sahur review design materi medsos greget hidup lu wfh benarbenar latih kerja jam ,Positif
-1,appreciate post wfh rebah kesel tb tb lupa gerak,Negatif
-1, kayak tolong wfh pagi internet mati nelfon cs hapal ,Negatif
-1, jadwal full wfh ekspektasi masak coba resep kue giat masak lucu realita masuk dapur pegang bumbu bahan perut langsung nyanyi,Negatif
-2,corona udahan main main indonesia kuat wfh sfh ,Negatif
0,semenjak wfh ku tau gb hikss beli paket tanggal tinggal gb,Netral
0, wfh tidur pagi jam ,Netral
0, kerja mending kerja kwkwkwk hilihhhh iwif iki wfh bilim lickdiwn g isih ciri ilisin,Netral
-2,bangun sempit dangkal cak nun wfh,Negatif
0,kayak ngantuknya entar jam kerja wfh oh wfh coronce oh coronceeeeeee,Netral
-5, masyarakat sadar inisiatif pandemi stay at home orang orang kerjayang wfh main pakai dalih bandara rame dll gilir kena salah pemerintah gampang hidup lol,Negatif
0,sorry harini wfh ha ha ha,Netral
0,oo wfh sakit takleh lari deh,Netral
-3,ya miiimm wfh tuh libur kerja rumah tau orangorang hilang,Negatif
0,suka sebel terap wfh manfaat orangorang rajinrajin ecek email gua teleponin ,Netral
0,kursi ergotec t beli wfh enak kursi support lower back pain empuk harga under jt xx syopi,Netral
0,hariini wfh wfh outlet buka jam kerja normal kayak ,Netral
0,mmf wfh anak patuh psbb,Netral
0,iyooo jela wfh days every weeks function sksksks,Netral
0, wfh impulse buying skksksksshajaiakak,Netral
0,enak wfh,Netral
-1, pakai wfh kadang pakai adek selon rusak dibenerin,Negatif
0,aparat wfh,Netral
1,alhamdulillah semalem bahagia khatam penuh juang seok celebrate ramadanwfhpsbb rayain nyemil ,Positif
3, terang an pemerintah nyatain herd immunity bijak wacana buka mal sekolah kerja bumn non wfh stabil,Positif
-1,wfh bawa pengin ngedekor rumah bawaannyawalhasil perintilan beli,Negatif
1,meja tarik kursi wfh bed,Positif
0, wfh pakai bunda wfh pakai ayah wfh pakai butuh ad kulon pakai pc,Netral
0,zemangat wfh,Netral
0,jam bangun wfh kecuali weekend jam,Netral
0, bebas ubah atur aware atur social distancing wfh dll good job patuh protokol sehat mantap slur laku orang ,Netral
-3,hati resah wfh lebaran kerja hadap nyata berjibaku jalan orang carrier takut kian,Negatif
-1, doang kulon adek sd nebeng hp usaha pandemi jalan ayah wfh,Negatif
1, wfh internet ganggu heran,Positif
0,fakta atur wajib pakai masker minggu orangorang wfh dihimbau stop sebar masyarakat minim ,Netral
-1,modal wfh beli mouse kerja butuh mouse pasang indihme signal hp mumpuni iya kursi jugaaaa pinggang gel wfh tuh,Negatif
-1,team rumah wfh,Negatif
1, join yuk gabung isi wfh giat manfaat gratis,Positif
-2, kulakukan wfh luput pandang light switches window refrigerator door tembok tukang keramik ,Negatif
-1, wfh video call bang bang iyee bang jual omong bla bla bla tgu bang tgu maksud teguk ya bang maksud tunggu bambaang teguk muka datar muka kesel,Negatif
-2, mbak wfh jarang pakai laptop jado pakai adek ku ajar laptop bodoh,Negatif
-2, wfh pulang nugas gua adek gua,Negatif
-3,huhu ya wfh tuh laptop ya,Negatif
-2,gila wfh batas jam kerja jam pribadi,Negatif
-3, kesel kerja wfh ya iya jam pagi bangun sahur kerja lihat online dikit langsung teror ya allah kemarin semprot jam pagi maganggg woy,Negatif
-3, mati lampu senang wfh wifi mati gabut ngapa in wifi gabut rumah sinyal seluler,Negatif
0, pakai akuadek mama ku awat pakai laptop papa ku pakai wfh telpon doang,Netral
-3, tau kondisi mental health wfh cebur dunia bl th i alih akun fanacc gua depresi kali ya teman obrol bikin senangbahagia bikin gua jejeritan sendiran,Negatif
-3,kemarin jihad wfh tutup mesjid bwh suruh jihad jalan longgar psbb suruh jihad lawan repot n riskan ah rakyat situ,Negatif
0, thread nang wkwkw list belanja tokped wfh,Netral
1,asli wfh badan gel jam laptop kursi proper kadang kasur doang meja strikaan meja mesin jahit beli kursi produktivitas ku tingkat drasti ,Positif
0, wfh jam tidur nentu,Netral
-1, murid kakak tpa wfh gug ajar bareng ,Negatif
-2,asking keluarga inti rumah laptop pakai ganti kulon wfh,Negatif
-1,asking wfh kerja mandi pagi jam istirahat kelar kerja mandi,Negatif
-2,rule social distancing ketat lihat tweet orangorang tinggal wfh deh rem dispatch idol peran nyebarin virus loh,Negatif
-1,ha mati muda wfh bokap ngerokok dalem rumah ,Negatif
-1, hoaks kayak psbb dilonggarin mall buka wfh dilonggarin yaallah gusti pusing ,Negatif
0,wfh kocok,Netral
0, wfhwar from home biar bosenp,Netral
-1, puasa bangun jam segitu benarbenar rusak jam tidur puasa plus wfh sigh,Negatif
-1,aaaaa kenal tanggal merah ya lo wfh,Negatif
-2,barusan check teams kumpul jumat undur hah serius asa kebut habis deh asli wfh tuh kenal tanggal merah pakai kelas hft,Negatif
0, wis mudik sik kang maret kae wfh ng omah bwi hehehe,Netral
0,masamasa wfh ku harga habis,Netral
0,update wfh juni,Netral
0,iki opo arang bebas bosan garagara wfh kyok e,Netral
-1,iya wfh jam tidur jelek ,Negatif
-1,please mati wfh,Negatif
2,jujur wfh ubah ritme kerja batas tenang kerja contoh malam tidur diwasap tugas kelar malam alhasil pikir tidur tidur habis sahur diwasap tugas ,Positif
-1,ira wfh typo sebelah gas postnya kalem,Negatif
0,tanggal ca tanggal wfh,Netral
0,beda tonjol puasa bukber ngabuburit myari takjil buka puasa ditenper kerja wfh,Netral
-2, desak kantor ya wfh pergi kantor istirahat kantor debut anakanak ,Negatif
0, wfh ,Netral
-1,lu n gua kerja wfh dodol n lu libur ,Negatif
1,wfh pakai telkomsel sungguh minggu gb harga ,Positif
0, nyaman wfh masuk kuliah ,Netral
-2, sekal teh kela ayu lahir haha hubung teteh istri mas barun panggil teteh ya kerja ya teh wfh ayu sibuk debut,Negatif
0,papa mama mama belikan pulsa boros kuliah papa wfh susah kerja kantor tolong deh bilang panggil ,Netral
0, dokter wfh ,Netral
0,wfh wfh kgk nabung coq,Netral
-1, ocd ngedekor rumah semenjak wfh,Negatif
0,oke minggu minggu wfh,Netral
0, tonton comedy wfh ,Netral
0,kerja wfh dinyinyirin lembur cuti mei diadain crash program biar ngantor speechless,Netral
0,yuk buru yuk buru kelar wfh kagak sehat lamalama,Netral
0,iya ey gamak mekdi wfh,Netral
-2, ya cowok kenal suka pribadi bikin mls wfh kerja why even care r gonna give me when i starving dom we c talk about the other things first sambung not a problem bau x,Negatif
-1,deh start pkp duk wfh takda cuti orang lainn,Negatif
1, gembul wfh ngeterno mudik larang sayang sekal,Positif
-1, suwe a ulang wfh sedino njaluk melbu ,Negatif
-4,asa nganggur wfh oiya btw gua lupa kerja gua pt ,Negatif
-3,moga sehat ya lancar wfh kuliah workout rumah lupa i love you guys,Negatif
-1,lawan inti umat adakan intifadha pakai masker jaga jarak wfh,Negatif
-1,diem gua produktif wfh,Negatif
0,karantina kenal helm kendara karya tony stark curi start gabung semangat ceo tony stark seru helm iron,Netral
-1,aduh blas ora isi podo wae wfh kunge game ,Negatif
0,yukklaah biar pikirin wfh filsuf lamalama ,Netral
1, bikin tahan wfh tuh email revisi artikel jam malam,Positif
-1, wfh larut kene register wifi,Negatif
0,coba tebak psbb taman safari ubah taman kanakkanak hewanhewan wfh coba tau annual taman safari after,Netral
0, ramadhanku panter khatam albaqarah hikmah wfh fokus pdkt allah,Netral
-2, melek perut kerucuk lapar wfh jam tidur jungkir ,Negatif
0, pengin makimaki rang orang bikin siasia garagara egois merekatahi,Netral
0, hits meja setrika pakai meja wfh haha,Netral
-4,baca berita positif putus wabah selesai hidup normal ya,Negatif
-1, tau wfh kali ya,Negatif
0,down shift wfh rawan ngantuk ,Netral
-3,jancoklahh wfh ngendog kontrak minggu sekal beli butuh perut doang ngerantau pulau jarang pulang lebaran kga kumpul keluarga eee orang orang,Negatif
-4,ya bentar twitter jam ya deh lebaran etapi wfh kuliah rumah mah manusia nokturnal ya hihi,Negatif
-1, ce omong mar lo wfh nyaman kerja jam segitu siang lo gaperlu online gapapa timesheet lo jam penuh loh loh loh jam kantor ,Negatif
-2, anggur kartu prakerja dirumahkanwfh phk miskin bansos motor rumah layak huni gajih bansos hilang hasil ,Negatif
0, polizei wfh ,Netral
-1,kakak kayak wfh ya mark,Negatif
0, kerja wfh missyou suasana sore,Netral
-2, pedemic corona selesai selesai lebaran moga wfh ena irit rebah udud,Negatif
-2, siang lihat nyokap serius lihat layar laptop oh dikirain video conference meeting wfh inti yaudah aing ganggu jam pose diam yaudah aing samperin nyata serius tonton drakor daritadi,Negatif
-3,main rp wfh bosan gila,Negatif
1, wfh kudu wao jam pagi sore hebat mas jam gin sabar ngadepin ,Positif
-2, orang fikir ala ruginyaaa wfh amek el je jela malam ya iya kauu hahaha hadap ,Negatif
-2,even wfh haritu deh ambil el je dkt rumah larat nak layan najdat baby perut selesa duduk ssje false contraction hamek koo el bln wfh,Negatif
0, tau masuk bos cakap minggu wfh,Netral
-1, kemarin main life has been kinda sucks since covid how' yours jam tidur wfh effed up my sleep cycle,Negatif
0, niat cuti wfh,Netral
0, beli rb second wfh sakit punggung,Netral
1, tenaga medis wfh urus orang sengaja pengin sakit,Positif
-1,bahagiany wfh intens kumpul keluarga makan atur gizi habit mata duduk kursi kantor ya sosial attraction chatvidcallcalling avail,Negatif
0,harini productive day gila office kene settle pagi still tidor daa ceritarr ayo besok kirija nasib wfh jela bos ws esok,Netral
0,wes ra ndue skill iso turu bengimentok iso turu mung jamra tau iso luwih seko jam wiwit seko wfhjangan ra erti hilang ning ngendi skill turune kui,Netral
0, jam nama mixtape kenangkenangan momen jam nama playlist playlist kumpul lagulagu nuansa sorrow masamasa wfhcovid,Netral
-3, kasitau daerah pejaten rancho turun fly over tama jagakarsa macet mandang psbb orangorang kerja ya ganti deh alkes wfhini kerja bandel suruh wfh ngeluyur,Negatif
-2,pingine nggih wfh koyo kancane mas mergo kahan ya kerjo mas iki ya rewang ngalong,Negatif
1,pengin bangun libur minggu juni eh kenyataanya kerja jumat masuk minggu wfh tiada keselll,Positif
-1,kangen blonde wfh cat rambut,Negatif
-1,wifi tuh butuh wfh ,Negatif
0, pkp kat seremban je wfh rindu kau wfh ,Netral
-1,coba cek resi via web nder kemarin paket traking web beda overload bcs wfh dll lebaran psbb sabar ya,Negatif
-1, tarik baca tarot putar karir akhirakhir pola temu sulit wfh sadar talenta milik asah ahli ujung buka kanal masuk ,Negatif
0, semenjak corona wfh laku kali pergi teman sekal buka puasa sekal mall benarbenar sepiiii april urgent pasar,Netral
0, wfh sia ,Netral
0,hasil bm wfh dikadoin panggil nyata,Netral
0, tau pokok wfh kuota gb ,Netral
0, muncul argumen enak fasilitas wfh hasil kerja rumah pemerintah karantina mandiri butuh primer sedia syarat lockdown ,Netral
0,lihat mincot harga kursi gamingwfh cemacem harga belas juta goks,Netral
-1, wfh jam tidur kacau balau,Negatif
0, ryan dahl efek wfh kali ya gabut iseng bikin deno saurus,Netral
-1,psbb tuh wfh ,Negatif
-1,ya akibat wfh isi tidur doang jam gin benarbenar segar,Negatif
-2, corona butuh wifi rumah wfh ogah lamalama jijik lihat ,Negatif
-1, wfh jerawat ekspansi punggung,Negatif
2,insom terussighs kesel hidup atur wfh bikin bb insom iya kesel ,Positif
-2,sabeb rpw atur ya rl kerja gabung back rp menggabut wfh rumah obrol bahas nyerempet rl hindar kayak sakit hati ,Negatif
-1,asa kayak kalong wfh zzz,Negatif
0,sir nak mntak pndpt adek wfh start mco gaji even basic gaji je majikan nk byr smpi gaji mac pon penuh jugaibarat je tkde incomesaya cari uang kputusn ,Netral
1,playlist favorit jaga ritme kerja wfh ashique,Positif
0, bela bela mudik wfh eh ngemall,Netral
-1,anak archie wfh seribet ya,Negatif
-2,agenda kumpul jelasjelas salah himbauan pemerintah berisik bijak kenal aplikasi protokol standar sempurna wfh takut kritik parah bubar wajib temu ,Negatif
2,what is this excited bikin situasi wfh biar nyaman terima kerja wakakakaka,Positif
-2, ya selebgram diendorse makan enak barang wfh malang buriq,Negatif
-1,notif woyyyy wkwkwkwkwkkwkwkwkwkw lu bikin gua trauma ig wfh takut buka wa ig ,Negatif
-1,lu chatnya balas pakai upper case lower case tara semenjak wfh mumet,Negatif
0, ras terap new normal bikin postif ya wfh efektif yaampun serba salah,Netral
-1, capek wfh bosan bala,Negatif
0, wfh lo,Netral
0,oalahh iya takut lihat riskan posisi oven printer semangat wfh mbakk,Netral
-1, bosan wfh ra,Negatif
1,fel lo tanggung bikin konsen wfh,Positif
-1, sadar stok softlense habis santai nyetok iya cabnag pakai softlense ngelab hemat jujur tabung nambah wfh,Negatif
-4, wfh duit tuh habis printilan desik skincare delivery makan sadar beli baju sepatu celana minyak wangi makeup iya orang ,Negatif
-4,nak eh kat rumah wfh siak stres stres stres,Negatif
0, wfh ditelponin hahahaahhaa tidur,Netral
-2, ayah wfh kerja sore bilang ayah pulang jam kantor selesai rumah doang ,Negatif
-1,semenjak wfh adik bahan latih potong rambut hasil lumayan pitak dikit,Negatif
-7,yaampunnnnnn bikin orang malas ya libur masuk kerja degdegan takut lupa halhal benci mending kerja wfh wfh tahi anjing kayak deh kerja pulang saur gapapa gua ikhlas,Negatif
0,kelar setrika jam gin jam sahur sholat subuh tidur jam bangun absen wfh kerja bentar ambil jemur omg need sleep more and more,Netral
0, temu kena r tekan selamat nyawa duduk libya henti kerasan dukung peran organisasi regional dukung upaya internasional libya tindak selamat nyawa,Netral
-1,my bil tang cramp pagi malam laptop wfh nasib i malam je gila h hadap laptop walaupon mood study susah nak ,Negatif
0,wfh tenan,Netral
-1,semester ambil matkulnya dikit kali ya wfh kerja hdeeeeh,Negatif
-1, wfh tau working pace kacau,Negatif
0,motivasi smgt kerja besok lusa libur haha wfh nunggu libur wfo santui ,Netral
1,and still watching the half of damned netflix get my home work sok displaced hahahahahahhahahaaa moga corona cepat kelar mumet gegara wfh fokus kerja netflix syebaal fokus yaya,Positif
-1,percaya wfh bosan lamalama,Negatif
-1, wfh bunyi chat masuk parno,Negatif
1,another corona and wfh effects jam gin tonton running man eps part makan udon topokki kangen udon jepang rapokki bikin oppa wuah wishlist jepang makan udon rapokki,Positif
2, laku corona sujud syukur kah syukur ,Positif
-4,lepas pandemi hanamalasan bertemu orang tua yuk simak video ,Negatif
-3, wfh ya bosan pengin ngantor berani rumah corona kelar,Negatif
-2,asa wfh minum air putih ngantor pinggang sakit,Negatif
1,hadu diare siaul untung wfh rancam ngambil cuti ,Positif
0,tolong ya taat atur lockdown wfh social distancing wabah cepat cepat pergi ngundang wabah ,Netral
-3,orang kasih temanteman kantor kasih daster wfh store kantor tutup gatel pengin belanja beli brand teman mudik kosan ya macammacam socmed ya ngepost ,Negatif
0,orangorang wfh pakai meja kursi rapi gua kasuuuurrrr pegelbosan turun karpet,Netral
0,okey wfh juni,Netral
-3,curiga tetangga tony stark bikin baju lebaran minggu berisik wfh uji orang puasa adaada ya,Negatif
-1,salah perks wfh interaksi bayik ketemu pikir kerja kantor bayik adaptasi lihat malam weekend,Negatif
0,ahaha start pkp wfh kerja mesti lemaufau,Netral
0, wfh a,Netral
0, portofolio giat wfh,Netral
0,patut awalawal kampung raya we both wfh sok anywhere also c,Netral
1,wfh benarbenar kayak reminder kerja dibarengin freelance andal kerja dengar syukur nyata sakit pendam hak buruh sepadanini kah hasil susah kuliah s,Positif
-1, tinggal wfh asih berita duka tenang pus,Negatif
0,wfh genap gallery hp ku penuh foto video tugas anakanak fotofoto selfie ku ,Netral
-2,adek hepi wfh dikirimin makan bukber dikirimin makan gua ya,Negatif
-1, senin minggu wfh nangor ngambil laptop bajubaju bawa baju pergi thinking i could go out i thought this was gonna be fun study dates friends,Negatif
1,me eh nct mv loh my friend wih keren wfh me my friend,Positif
0,hahaha dahhh wfh for no deh weh masuk ofis,Netral
0,bas count aur data management h reh gayawfh kar rahi hai,Netral
-4, wfh sekolah kuliah rumah orangorang sebutin korban akhirny tular orangorang bebal trlanjur ya lihat moga lonjak pnderita,Negatif
-4, wfh lupa isi self assesment sehat lupa absen pagi ujung telat absen lupa absen pulang ujung absen piket stand by masyaallah kudu ikhlas syukur iniiiiii,Negatif
1,wfh bikin kaco jam tidur gas,Positif
-2,wfh neger ya tired akutu hidup indonesia tired baca berita,Negatif
-1,angka mati turun indonesia kayak tingkat lahir alias bacabaca daerah hamil tingkat wfh lockdown relationship ,Negatif
-2, bln wfh suruh kantor lupa jalan,Negatif
1,alhamdulillah ehehehhe wfh giat hasil,Positif
-1,wfh lupa tanggal ,Negatif
0, wfh helppp,Netral
-1, hahaha gila wfh turun,Negatif
1, mincotsaya sales infrma tau butuh butuh inspirasi wfh bantu,Positif
0, ngehe wfh produktifkerja meja kursi proper mara boyoken,Netral
-2,salah gila fatrica wfh order parfume varian kayak pakai jaemin biar aroma jaemin,Negatif
-1,kesel bilang rumah kemanamana nyokap kantor wfhlfh ajak kumpul rumah saudara alas yabg urgent pengin bikin kakak malu sumpah,Negatif
-1,lu wfh aseli suka ya new normal hahaha enjoy ,Negatif
1, wfh halal panas posisi rutin istirahatin jam,Positif
-1, lock jakarta pulang wfh lihat story orang bukber nyess,Negatif
1, tunggu gaktaunya panadolnya wfh,Positif
-2, ngeluh deh susah kerja phk wfh sekolah rumah ibadah,Negatif
1, ye feel je kat office wfh malam tenang sikit,Positif
-1,baca replyan gel leher gegara wfh kayak beli meja deh mahalmahal proper kursi ,Negatif
-5, cerita kosan ya tidur semenjak wfh panggil brewery mah kotor bersihinnya jam bikin bete nyata air kosan kotor najis yahhhhh keringat kotor mandi gorakgaruk uh,Negatif
-2, wfh malas kerja pengin rumah gaji,Negatif
0,jam tidur semenjak wfh berantak berantak kayak jajar pemerintahan,Netral
-1, wfh larang menertawakan anggur,Negatif
-2,wfh pokok asah otak ya,Negatif
-1,anjayy wfh kayak main game ,Negatif
0,wfh ,Netral
0,wih haha goodluck shopee onboarding virtual teruuuus anw wfh,Netral
-1, cuek lupa orang kena phk usaha operasional jalan karyawan mesti kantor korona iya cuek hidup wfh thr bonus,Negatif
-1, kerja wfh beli sprei ya,Negatif
0,wfh gimane ,Netral
0, mending tenaga medis wfh sumpah kasihan apaapa kena utama kemarin baca awat hamil tinggal loh tinggal selesai,Netral
0,wfh bikin orang sebal sebal kadang senang,Netral
0, wfh jadwal makan tidur atur beginikintil ,Netral
-5, goda wfh tuh ya makan ya tonton film ya main hape selonjor ya masuk masuk barang barang keranjang shoppee sungguh,Negatif
-1, kursi asa wfh kayak kuat kasur ,Negatif
-1, manusia jiwa tenang sanggup henti,Negatif
2, alhamdulillah nikmat wfh capek ,Positif
0,capek maaaaaf ngeluh wfh suck,Netral
0, reporter tawa tawa kezel wfh ku rebah siasia ,Netral
-2, rumah uring an wfh nyata penjara ya papar tingkat keren bagus indonesia ku number one,Negatif
-2, bayang suster wfh kali ya administrasi kali ya,Negatif
0,meja kursi kerja wfh,Netral
1,bukti wfh orangorang kreatif manfaat ,Positif
-1, mutualan halo ayu kenal sakha karantina wfh ngemong anak main tiktok ayu,Negatif
0, terahir wfh,Netral
0,thr hak karyawan gblh potong gaji apaapa potong wfh wfh kebnykn nganggur,Netral
-1,teman kerja selebgram wfh update ootd siang makan malam nikmad hidup asa teror kerja wkwkwkw,Negatif
0,wfh kerja malam,Netral
-1,jujur lelah wfh jam gin kerja tau harap kerja cuman diam bengong uang imbang kadang ngeluh obat capek stres giat ,Negatif
0,bcs wfh stuck kayak diam distraksi dikit deh matter distraksinya,Netral
2, wfh internet im mahaal habis jatah biaya ngenet kerja ngaktifin hotspot terang hubung no internet ,Positif
0,i suppose wfh mggu rmai lak team deh kat kg sok ddk bujang kne masuk office hmm,Netral
0,besok urus magang magernya wfh,Netral
0,hahahaha bertabah minggu nk habis wfh ,Netral
-2, pasien masuk ranap post op celaka stay safe ya wfh rumah hatihati,Negatif
1, tunggu telpon telkom hp nyala bangun sahur terima telpon telkom ok admin walah orang pakai inet wfh sfh ,Positif
-2, sfh gaming gila orang tua pakai wfh nge medsos ringan iya lompat an gb nyentuh angka gb masmbak,Negatif
-1,my friend intern je orang takleh g client sok wfh sok function,Negatif
0,day aktivitas pesanmemesan gofoodgrabfood teman kadang ngangenin masamasa wfh ,Netral
0,wfh minggu kayak ngulang tonton dots kali ,Netral
